English,Filipino-Correct,Filipino-Flawed,Remarks,Contributor
"I almost passed all my midterms, but I failed one of them.","Pasado na ako sana sa midterms, kaya lang sumablay pa doon sa isa.","Halos pasado ako lahat sa midterms, pero bumagsak ako sa isa.","The first part of the sentence has unnatural word ordering. The corrected version also has a more natural and conversational tone using ""sumablay"".",Lanz Lim / Tyler Tan
"It has only been two weeks, but it feels like I've aged 5 years.","Dalawang linggo palang kami, pakiramdam ko tumanda na ako nang limang taon.","Sa dalawang linggo, tumanda ako ng limang taon.",The translation is a bit too literal and fails to convey that they only feel like theyve aged 5 years.,Lanz Lim / Tyler Tan
"I wish I chose to go through hardships like that when I was younger. I was too focused on indulgence and chasing comfort, so I ended up spending all my money and now I'm struggling.","Sana naghirap na ako tulad niyan noong bata-bata pa ako. Puro luho at pagpapasarap lang ang ginagawa ko, kaya naubos ang pera, at ngayon naghihirap ako.","Sana pinili ko maging mahirap noong bata pa ako. Masyado akong nag-focus sa luho at pagpapasarap, kaya naubos ko pera ko at hirap ako ngayon.","The use of words is a bit clunky, ""maging mahirap"" typically has the connotation of being poor. instead of going through hardship. Additionally nag-focus is a bit awkward to use, and lastly naubos ko pera ko is missing a linker like ang.",Lanz Lim / Tyler Tan
"If you aren't losing, then you aren't moving anymore.","Kung hindi ka natatalo, hindi ka na gumagalaw.","Kung hindi ka nawawala, hindi ka gumagalaw.","Here the word used is denoting being lost, instead of losing such as failing to do something.",Lanz Lim / Tyler Tan
"You can do it, your only enemy is yourself.","Kaya mo yan, sarili mo lang ang kalaban mo.","Kaya mo gawin yan, ang kalaban mo lang ay ikaw.","typically kaya mo yan is more natural than kaya mo gawin yan. Additionally, yourself is better translated by using sarili mo instead of ikaw.",Lanz Lim / Tyler Tan
"I've been waiting for four years, and in those four years you still haven't told your dad about us, you are still ashamed of me.","Apat na taon akong naghihintay, tapos sa apat na taon na 'yon, hindi mo pa rin ako maipakilala diyan sa tatay mo. Kinakahiya mo pa rin ako sa kanya.","Naghintay ako ng apat taon, tapos sa apat taon na 'yon hindi mo parin sinasabi sa tatay mo tungkol sa atin. Nahihiya ka parin sa akin.","It should be apat na taon instead of apat taon. Additionally nahihiya ka parin sa akin, can be interpreted as youre still shy around me. Kinakahiya mo ako is closer to you are ashamed of me.",Lanz Lim / Tyler Tan
You’ve got some nerve. Just because I’m rich doesn’t mean I don’t have problems.,Ang kapal ng mukha mo. Dahil lang mayaman ako hindi ibig sabihin na wala akong problema.,Meron kang nerbiyo. Dahil lang mayaman ako hindi ibig sabihin na wala akong problema.,"You've got some nerve is an idiom/figure of speach that better translates to the local tagalog phrases of ""ang lakas ng loob mo"" or ""ang kapag ng mukha mo"" instead of a direct translation.",Lanz Lim / Tyler Tan
"Think about your future. You can do it. Just endure it for now, we’ll get to the finish line eventually.","Isipin mo ang kinabukasan mo. Kaya mo 'yan. Pagtiyagaan mo lang, makakarating din tayo sa finish line.","Isip mo ang future mo. Kaya mo yan. Tiyaga lang muna, makapunta rin tayo sa finish line sa huli.",Isip and tiyaga is not affixed properly.,Lanz Lim / Tyler Tan
"Look at you, you're still here. Every time you say you want to quit, you're really just asking for help.","Tingnan mo ang sarili mo, nandito ka pa rin. Tuwing sinasabi mong gusto mong sumuko, ang totoo, humihingi ka lang ng tulong.","Tingnan mo ang sarili mo. Ikaw ay nandito ka pa rin. Tuwing sinasabi mong gusto mong sumuko, ang totoo, ikaw ay nagtatanong lang ng tulong.","Unnatural ay inversion, additionally, while asking is nagtatanong, in this context humihingi is a better verb to use.",Lanz Lim / Tyler Tan
"So, what's it going to be? Are you going to fight, or are you going to quit?","O, ano na? Lalaban ka ba, o susuko ka na?","So, ano na mangyayari? Ikaw ba ay lalaban o mag ququit ka lang?",Unnatural ay inversion,Lanz Lim / Tyler Tan
"It's survival of the fittest out there, you will be fine.","Sa mundong ito, ang matatag lang ang nakakapagtuloy. Kaya mo 'yan.","Patibayan na lang talaga sa labas, kakayanin mo 'yan.",translation is a bit too literal and does not convey the symbolic meaning,Lanz Lim / Tyler Tan
"Live everyday, like it is your last.",Sulitin mo ang bawat araw na parang huling araw mo na.,"Mabuhay ka araw-araw, parang ito ang huli mo.",translation is a bit too literal and does not convey the symbolic meaning,Lanz Lim / Tyler Tan
You've been consumed by the system.,Kinain ka na ng sistema.,Kinain mo ang sistema.,The focus of the verb kinain is on sistema instead of ka or the individual.,Lanz Lim / Tyler Tan
"No one’s complaining, right? I’m happy with our life. You’ve never heard me complain, have you?","Wala namang nagrereklamo, ’di ba? Masaya ako sa buhay natin. Hindi mo pa naman akong narinig magreklamo, ’di ba?","Walang nagrereklamo, diba? Masaya naman ako sa life natin. Ako ay hindi naman nagrereklamo, diba?",Third sentence uses unnatural ay and doesnt include hearing the complaints. Life has a translation in buhay.,Lanz Lim / Tyler Tan
"I'm okay, son. Just do what you need to do, what your father wanted for you.","Ayos lang ako, anak. Gawin mo lang ang dapat mong gawin, yung ginusto ng tatay mo para sa'yo.","Okay lang ako, anak. Gawin mo lang kailangan mong gawin, yung gusto ni tatay para sayo.",missing connectives and gusto is not affixed properly,Lanz Lim / Tyler Tan
"Hey, what happened to you guys? Where's our cool group of friends from back then?","Hoy, ano'ng nangyari sa inyo? Nasaan na yung cool na barkada natin dati?","Hoy, anong nangyare sa inyo? Yung cool na barkada natin ay saan nang pumunta?",awkward phrasing of the second sentence,Lanz Lim / Tyler Tan
The doctor said you will no longer be able to move half of your body.,"Sabi ng doktor, hindi niyo na maiigalaw ang kalahati ng katawan niyo.","Sabi ng doctor, hindi mo na magagamit yung half ng katawan mo.",maiigalaw/magagalaw is a better term than magagamit.,Lanz Lim / Tyler Tan
"You’ve come so far, are you really going to stop now?","Ang layo na ng pinuntahan mo, ngayon ka pa talaga titigil?","Ang layo na ng linakad mo, ikaw ba ay talagang titigil ngayon?","linakad isnt the best word, pinuntahan or inabutan is better. the latter half of the sentence is structured awkwardly.",Lanz Lim / Tyler Tan
At least I have principles. I don't need to pretend or lie just to make money.,"At least ako, may prinsipyo ako. Hindi ko kailangang magpanggap o magsinungaling para lang kumita ng pera.",At least ako may prinsipyo. Hindi kailangan ako magkunwari o magsinungaling para lang makakuha ng pera.,kumita/umipon is a better word when it comes to money. Additionally hindi kailangan ako is worded weirdly.,Lanz Lim / Tyler Tan
There will be heavy rains tomorrow afternoon.,Magkakaroon ng malakas na ulan bukas nang hapon.,Magkakaroon ng mabigat na ulan bukas hapon,literal translations,Sherwynn Angeles / Gregory Tiong
FETA likes eating peanuts.,Mahilig si FETA kumain ng mani,Si FETA ay mahilig kumain ng mani.,ay inversion,Sherwynn Angeles / Gregory Tiong
San Juan is in Manila.,Nasa Manila ang San Juan.,Nasa Manila si San Juan.,doesn't know if San Juan is a place or name,Sherwynn Angeles / Gregory Tiong
I bought 100 pesos milktea.,Bumili ako ng isang daang pesos na milktea.,Bumili ako ng isang libong pesos na milktea.,incorrect number,Sherwynn Angeles / Gregory Tiong
The bus driver is driving very fast.,Ang drayber ng bus ay mabilis magmaneho.,Ang bus drayver ay nagdradrayv nang mabilis.,Incorrect adaptation of driver,Sherwynn Angeles / Gregory Tiong
I can go to school tomorrow.,Pwede ako pumunta sa school bukas.,Puede ako pumunta sa school bukas.,"rarely encountered ""puede"" spanish spelling",Sherwynn Angeles / Gregory Tiong
I left my ID at home.,Naiwan ko ang ID ko sa bahay.,Ako ay nakaiwan ng ID sa bahay.,Unnatural ay inversion,Sherwynn Angeles / Gregory Tiong
I am preparing breakfast.,Ako ay naghahanda ng almusal.,Naghahanda ako ng almusal.,,Sherwynn Angeles / Gregory Tiong
Miguel is playing switch at the laboratory.,Naglalago ng switch si Miguel sa laboratoryo,Naglalaro ng palit si Miguel sa laboratoryo.,incorrect translation of swithc,Sherwynn Angeles / Gregory Tiong
I am playing games on my phone.,Naglalaro ako ng games sa akin selpon.,Naglalaro ako ng ng games sa aking selphone.,incorrect translation of cellphone.,Sherwynn Angeles / Gregory Tiong
I am eating turon.,Kumakain ako ng turon.,Nagkakain ako ng turon.,unnatural nagkakain,Sherwynn Angeles / Gregory Tiong
I spent the whole afternoon in Google Sheet.,Naglaan ako ng buong hapon sa Google Sheet.,Nagspend ako ng buong hapon sa Google na kumot.,"translated sheet as kumot, unnatural nagspend",Sherwynn Angeles / Gregory Tiong
What a waste of money.,Ang sayang ng pera.,Anong basura ng pera.,literal translations,Sherwynn Angeles / Gregory Tiong
I feel butterflies in my stomach.,Kinikilig ako.,Nakakaramdam ako ng paru-paro sa aking tiyan.,literal translations,Sherwynn Angeles / Gregory Tiong
I'm speechless.,Wala ako masabi.,Speechless ako,literal translations,Sherwynn Angeles / Gregory Tiong
I'm feeling under the weather.,Masama ang pakiramdam ko.,Pakiramdam ko ay nasa ilalim ako ng panahon.,literal translations,Sherwynn Angeles / Gregory Tiong
Excuse me.,Padaan po.,Paumanhin.,literal translations,Sherwynn Angeles / Gregory Tiong
Juan is walking around the mall.,Palakad-lakad si Juan sa mall.,Naglalakad si Juan nang paikot sa mall.,unnatural naglalakad nang paikot,Sherwynn Angeles / Gregory Tiong
Let's go eat lunch.,Tara kain na.,Tara mananghalian tayo.,formal translation,Sherwynn Angeles / Gregory Tiong
Miguel is training a machine learning model.,Nagtratrain si Miguel ng machine learning model.,Si Miguel ay nagtratrain ng modelo ng makina ng pag-aaral.,literal translations,Sherwynn Angeles / Gregory Tiong
He is getting into fistfights with others.,Nakikipagsuntukan siya sa mga ibang tao.,Siya ay nakikipagsuntukan sa ibang mga tao.,ay inversion,Sherwynn Angeles / Gregory Tiong
James is eating strawberries in Baguio.,Kumakain si James ng strawberries sa Baguio.,Si James ay kumakain ng strawberries sa lugar ng Baguio.,"ay inversion, unnecessary addition of ""sa lugar ng""",Sherwynn Angeles / Gregory Tiong
She shared her story on Facebook.,Ibinahagi niya ang kwento ng kanyang buhay sa Facebook.,Shinare niya ang kwento ng kanyang buhay sa Facebook.,"Filipino-adapted English word 'Shinare""",Sherwynn Angeles / Gregory Tiong
John always attends mass every Sunday.,Palaging pumupunta si John ng misa tuwing Linggo.,Palaging uma-attend si John ng misa tuwing Linggo,"Filipino-adapted English word ""uma-attend""",Sherwynn Angeles / Gregory Tiong
The picture is lacking light.,Kulang ng liwanag ang larawan.,Kulang ng ilaw ang larawan.,"Incorrect translation of ""light""",Sherwynn Angeles / Gregory Tiong
I will watch a play in the theater.,Manonood ako ng dula sa dulaan.,Manonood ako ng laro sa dulaan.,"Incorrect translation of ""play""",Sherwynn Angeles / Gregory Tiong
The movie will start in 5 minutes.,Magsisimula ang pelikula sa loob ng 5 minuto.,Magsimula ang pelikula sa loob ng 5 minuto.,Incorrect tense of verb,Sherwynn Angeles / Gregory Tiong
I have a cold and cough.,Meron akong sipon at ubo.,Meron akong lamig at ubo.,"Incorrect translation of ""cold""",Sherwynn Angeles / Gregory Tiong
Your life is just about to begin.,Magsisimula pa lang ang buhay mo.,Magsisimula na ang buhay mo.,"Unable to capture the essence of ""just""",Sherwynn Angeles / Gregory Tiong
I ate dinner.,Kumain ako ng hapunan.,Kinain ko ang hapunan.,Incorrect meaning of sentence,Sherwynn Angeles / Gregory Tiong
She is very bright because she always studies.,Matalino siya dahil palagi siya nag-aaral.,Maliwanag siya dahil palagi siya nag-aaral.,"Incorrect translation of ""bright""",Sherwynn Angeles / Gregory Tiong
They are studying Philippine history.,Pinag-aaralan nila ang kasaysayan ng Pilipinas.,Pinag-aaralan nila ang Philippine history.,"Did not translate ""Philippine history""",Sherwynn Angeles / Gregory Tiong
Please take a seat.,Maupo po kayo.,Kumuha kayo ng upuan.,Literal translation,Sherwynn Angeles / Gregory Tiong
Can you turn the lights on?,Maaari mo bang buksan ang ilaw?,Maaari mo bang i-on ang ilaw?,"Filipino-adapted English word ""on""",Sherwynn Angeles / Gregory Tiong
Ann is going to the market to buy fish.,Pupunta si Ann ng palengke para bumili ng isda,Punta si Ann ng palengke para bumili ng isda,Incorrect tense of verb,Sherwynn Angeles / Gregory Tiong
He prays to Jesus every night before sleeping,Nagdarasal siya kay Hesus tuwing gabi bago matulog.,Nagdarasal siya kay Jesus tuwing gabi bago matulog.,"Did not utilize Filipino term ""Hesus""",Sherwynn Angeles / Gregory Tiong
Summer likes to listen to music using Spotify.,Mahilig si Summer makinig ng musika gamit ang Spotify.,Mahilig ang tag-init makinig ng musika gamit ang Spotify.,"Translated a person named ""Summer""",Sherwynn Angeles / Gregory Tiong
Chris likes playing online games with his friends.,Mahilig maglaro ng online games si Chris kasama ang kanyang mga kaibigan.,Si Chris ay mahilig maglaro ng online games kasama ang kanyang mga kaibigan.,ay inversion,Sherwynn Angeles / Gregory Tiong
Scott really likes studying math but likes studying history more.,Gustong-gusto ni Scott nag-aaral ng sipnayan ngunit mas gusto niya nag-aaral ng kasaysayan.,Gusto ni Scott nag-aaral ng sipnayan ngunit mas gusto niya nag-aaral ng kasaysayan.,"Unable to capture the essence of ""really""",Sherwynn Angeles / Gregory Tiong
This means that you made the right decision.,Ibig sabihin nito na tama ang ginawa mong desisyon.,Ibig sabihin nito na kanan ang ginawa mong desisyon.,"Incorrect translation of ""right""",Sherwynn Angeles / Gregory Tiong
The Strauss family of composers popularized what dance?,Anong sayaw ang pinasikat ng pamilyang kompositor na Strauss?,Ang pamilya ng mga kompositor ng Strauss ay nagpasikat ng anong sayaw?,"forces same sentence structure (ang-ay), awkward use of multiple attributive adjectives",Enrique Lejano / Monica Manlises
